user_id,avg_email_size,total_attachments,avg_recipients,total_file_actions,total_to_rem,total_from_rem,total_uses_rem,avg_file_size,total_device_actions,connected_count,total_logons,o,c,e,a,n,email,role,projects,business_unit,supervisor,start_date,end_date,employment_duration_days,is_active,functional_unit_id,functional_unit_name,department_id,department_name,team_id,team_name,anomaly,alert_id,event_time,log_type,rule_name,severity,description,rule_alert_count,rule_binary,iso_score,true_label,hybrid
AEP1930,551.9022878932317,625,2.8951382268827457,48.0,0.0,0.0,0.0,223.66666666666663,0.0,0.0,994.0,41.0,34.0,23.0,41.0,23.0,asher.erich.powell@dtaa.com,ComputerProgrammer,Project 48,1.0,Dora Tallulah Tran,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,8.0,DesktopSoftware,0,1368.0,2010-02-12 07:53:15.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,5099,1,0.14827978888141852,0,1
AEW1442,535.9598840019333,514,2.601739971000484,31.0,0.0,0.0,0.0,537.6451612903226,0.0,0.0,712.0,31.0,43.0,40.0,17.0,23.0,abraham.elton.witt@dtaa.com,MaterialsEngineer,,1.0,Sloane Jael Small,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,9.0,MaterialsEngineering,0,1808.0,2010-05-03 11:36:37.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3153,1,0.17626707488697163,0,1
AFB0904,563.125,125,2.9267241379310347,2920.0,989.0,1658.0,2647.0,586.3931506849315,1420.0,714.0,1207.0,39.0,37.0,40.0,34.0,34.0,asher.fletcher.ballard@dtaa.com,ProductionLineWorker,,1.0,Mona Jolene Frye,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,2.0,AssemblyDept,0,5139.0,2010-01-11 11:32:39.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,13410,1,0.05052010693673192,0,1
AFB1626,556.157060518732,82,2.547550432276657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,48.0,20.0,12.0,17.0,27.0,ainsley.fay.brewer@dtaa.com,Technician,,1.0,Byron Elmo Buchanan,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,2.0,RegionalFieldService,0,4799.0,2010-05-18 09:21:04.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1075,1,0.13772716470538104,0,1
AFB3228,565.4413167938932,655,2.914599236641221,484.0,134.0,247.0,381.0,584.353305785124,6130.0,3073.0,1162.0,25.0,33.0,33.0,43.0,32.0,adele.fiona.boone@dtaa.com,ElectricalEngineer,,1.0,Driscoll Darius Lawrence,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,23.0,ElectricalEngineering,0,1476.0,2010-04-12 10:19:16.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,98621,1,0.0343019941567706,0,1
AFF1492,542.7236842105264,110,2.93859649122807,14.0,0.0,0.0,0.0,523.4285714285714,0.0,0.0,764.0,47.0,40.0,17.0,21.0,34.0,aaron.fuller.frye@dtaa.com,StockroomClerk,,1.0,Cooper Ali Stuart,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,3.0,Stockroom,0,9799.0,2010-05-21 11:04:44.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,1004,1,0.15914274950118812,0,1
AFH1757,540.7589535970103,983,2.5493615696044847,133.0,0.0,0.0,0.0,467.05263157894734,0.0,0.0,712.0,21.0,10.0,37.0,11.0,26.0,aurelia.fredericka.haley@dtaa.com,SecurityGuard,,1.0,Rose Wilma Nieves,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,5.0,BuildingSecurity,0,1572.0,2010-12-09 09:08:22.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,5567,1,0.11942558555112959,0,1
AFK3800,524.36203466894,490,2.526854219948849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,46.0,38.0,18.0,43.0,32.0,abraham.ferdinand.keith@dtaa.com,Salesman,,1.0,Martina Nina Cain,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,6.0,RegionalSales,0,9486.0,2010-01-27 13:44:51.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4028,1,0.1563036643112204,0,1
AFP2247,576.863436123348,105,2.7136563876651985,17.0,0.0,0.0,0.0,480.8235294117647,0.0,0.0,712.0,26.0,25.0,36.0,47.0,29.0,anne.fatima.patton@dtaa.com,ProductionLineWorker,,1.0,Drew Owen Coleman,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,6.0,AssemblyDept,0,15088.0,2010-11-05 13:45:18.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,642,1,0.14445746122460457,0,1
AFP2709,539.9225648213035,547,2.437981779957954,1531.0,505.0,883.0,1388.0,511.1770084911822,8480.0,4249.0,1383.0,37.0,45.0,17.0,24.0,29.0,austin.ferdinand.peck@dtaa.com,ElectricalEngineer,,1.0,Hammett Hamish Donaldson,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,18.0,ElectricalEngineering,1,2686.0,2010-12-09 12:01:21.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,69412,1,-0.03134747723217779,0,1
AGB0057,540.711820534944,474,2.6065573770491803,239.0,54.0,124.0,178.0,554.1297071129707,270.0,136.0,1052.0,39.0,22.0,42.0,38.0,38.0,alexis.gay.bruce@dtaa.com,ProjectManager,Project 45,1.0,Nolan Isaiah Mason,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,1.0,ProjectManagement,0.0,0,0,1424.0,2010-05-05 11:18:40.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,10354,1,0.12368149856045157,0,1
AGB3303,566.0301724137931,62,2.659482758620689,6.0,0.0,0.0,0.0,482.8333333333333,0.0,0.0,712.0,15.0,13.0,24.0,16.0,34.0,austin.griffin.branch@dtaa.com,StockroomClerk,,1.0,September Hanae Ward,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,9.0,Stockroom,0,11044.0,2010-04-13 11:15:31.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,562,1,0.13942310225100424,0,1
AGC0445,581.671875,753,2.506640625,78.0,0.0,0.0,0.0,734.3974358974359,0.0,0.0,712.0,27.0,48.0,16.0,50.0,29.0,avye.gretchen.calhoun@dtaa.com,Attorney,,1.0,Ori Emi Nixon,2009-12-01,2011-06-01,724.0,False,10.0,PurchasingAndContracts,3.0,Contracts,0.0,0,0,1182.0,2010-09-27 09:29:06.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,7403,1,0.11267006686592529,0,1
AGE1244,540.2863288718929,429,2.617112810707457,41.0,0.0,0.0,0.0,644.8536585365854,0.0,0.0,712.0,16.0,27.0,37.0,14.0,23.0,august.guy.estrada@dtaa.com,ElectricalEngineer,,1.0,Scarlet Genevieve Contreras,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,6.0,EmbeddedSoftware,0,720.0,2010-11-24 08:05:14.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,3169,1,0.15412672160359947,0,1
AGF0742,548.8457943925233,557,2.8686915887850466,10494.0,4153.0,5311.0,9464.0,542.9911377930246,6290.0,3158.0,1232.0,36.0,48.0,35.0,36.0,27.0,austin.gregory.flores@dtaa.com,ComputerProgrammer,Project 62,1.0,Andrew Tobias Hoover,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,3.0,SoftwareManagement,2.0,DesktopSoftware,1,2174.0,2010-04-27 11:05:08.000,email,Large email with attachment,HIGH,Possible data exfiltration via email attachment,4954,1,-0.09761544657802601,0,1
